Position	Std
215	0.143052
216	0.094936
217	0.082364
218	0.127101
219	0.095276
220	0.066198
221	0.082214
222	0.077519
223	0.065296
224	0.087251
225	0.085490
226	0.063974
227	0.085482
228	0.085138
229	0.065405
230	0.071785
231	0.089775
232	0.081739
233	0.085029
234	0.090590
235	0.069922
236	0.065797
237	0.069541
238	0.054778
239	0.080042
240	0.075447
241	0.067584
242	0.073031
243	0.089914
244	0.070101
245	0.064901
246	0.063342
247	0.085682
248	0.087161
249	0.084167
250	0.069862
251	0.078623
252	0.090867
253	0.104301
254	0.072221
255	0.077030
256	0.085022
257	0.114734
258	0.088482
259	0.081905
260	0.105941
261	0.087257
262	0.072857
263	0.135210
264	0.070842
265	0.094621
266	0.096222
267	0.089255
268	0.067076
269	0.124971
270	0.077018
271	0.100755
272	0.122485
273	0.080778
274	0.074152
275	0.089705
276	0.089729
277	0.079489
278	0.076559
279	0.068751
280	0.060879
281	0.080190
282	0.077236
283	0.072376
284	0.074473
285	0.077610
286	0.054214
287	0.097250
288	0.069708
289	0.093522
290	0.099119
291	0.065060
292	0.068917
293	0.064841
294	0.065487
295	0.062780
296	0.065894
297	0.069790
298	0.072535
299	0.075802
300	0.062377
301	0.062894
302	0.069025
303	0.064200
304	0.063480
305	0.067653
306	0.061599
307	0.072258
308	0.061107
309	0.063953
310	0.070771
311	0.067370
312	0.064113
313	0.066762
314	0.067581
315	0.068127
316	0.061507
317	0.069333
318	0.074279
319	0.062334
320	0.064011
321	0.065440
322	0.064142
323	0.064980
324	0.067559
325	0.061463
326	0.074850
327	0.060649
328	0.074858
329	0.068520
330	0.060849
331	0.076147
332	0.079308
333	0.069804
334	0.072357
335	0.074980
336	0.067812
337	0.078739
338	0.069428
339	0.076140
340	0.075591
341	0.078487
342	0.071937
343	0.069133
344	0.066783
345	0.064759
346	0.077419
347	0.084024
348	0.076179
349	0.079583
350	0.075328
351	0.073387
352	0.074841
353	0.074842
354	0.075981
355	0.079205
356	0.071639
357	0.073917
358	0.088587
359	0.098858
360	0.096431
361	0.116405
362	0.116274
363	0.093598
364	0.115680
365	0.134572
366	0.151654
367	0.141921
368	0.148661
369	0.142377
370	0.162107
371	0.133621
372	0.123519
373	0.140927
374	0.134639
375	0.130112
376	0.164935
377	0.247125
378	0.213552
379	0.202177
380	0.222167
381	0.355828
382	0.321115
383	0.247469
384	0.351658
385	0.261604
386	0.224758
387	0.244745
388	0.429944
389	0.281398
390	0.469053
391	0.325455
392	0.499494
393	0.000000
394	0.658677
395	0.000000
396	0.979424
397	0.000000
398	0.000000
399	1.474703
400	2.371689
401	1.331912
402	0.000000
403	0.000000
404	0.000000
405	3.453203
406	0.000000
407	0.000000
408	0.000000
409	0.000000
410	0.000000
411	0.000000
412	0.000000
413	9.463326
414	0.000000
415	0.000000
416	0.000000
417	0.000000
418	0.000000
419	0.000000
420	17.124597
421	0.000000
422	0.000000
423	0.000000
424	0.000000
425	0.000000
426	0.000000
427	0.000000
428	0.000000
429	0.000000
430	0.000000
431	0.000000
432	0.000000
433	0.000000
434	0.000000
435	0.000000
436	0.000000
437	0.000000
438	0.000000
439	0.000000
440	0.000000
441	0.000000
442	0.000000
443	0.000000
444	0.000000
445	0.000000
446	0.000000
447	0.000000
448	0.000000
449	0.000000
450	0.000000
451	0.000000
452	0.000000
453	0.000000
454	0.000000
455	0.000000
456	0.000000
457	0.000000
458	0.000000
459	0.000000
460	0.000000
461	0.000000
462	0.000000
463	0.000000
464	0.000000
465	0.000000
466	0.000000
467	0.000000
468	0.000000
469	0.000000
470	0.000000
471	0.000000
472	0.000000
473	0.000000
474	0.000000
475	0.000000
476	0.000000
477	0.000000
478	0.000000
479	0.000000
480	0.000000
481	0.000000
482	0.000000
483	0.000000
484	0.000000
485	0.000000
486	0.000000
487	0.000000
488	0.000000
489	0.000000
490	0.000000
491	0.000000
492	0.000000
493	0.000000
494	0.000000
495	0.000000
496	0.000000
497	0.000000
498	0.000000
499	0.000000
