Position	Std
215	0.089331
216	0.058455
217	0.040460
218	0.059928
219	0.055297
220	0.039038
221	0.049018
222	0.048801
223	0.034497
224	0.050537
225	0.044051
226	0.036134
227	0.045346
228	0.050206
229	0.029429
230	0.036203
231	0.049424
232	0.041256
233	0.045820
234	0.049573
235	0.037552
236	0.039052
237	0.040281
238	0.031992
239	0.045113
240	0.045778
241	0.049240
242	0.041879
243	0.048256
244	0.038335
245	0.037876
246	0.037381
247	0.045759
248	0.043877
249	0.041315
250	0.036483
251	0.039045
252	0.044274
253	0.057833
254	0.036354
255	0.047200
256	0.055612
257	0.056284
258	0.043715
259	0.046060
260	0.053074
261	0.041078
262	0.039318
263	0.069936
264	0.040006
265	0.049629
266	0.056344
267	0.049999
268	0.044924
269	0.076625
270	0.046155
271	0.050140
272	0.071801
273	0.051281
274	0.047342
275	0.051932
276	0.047601
277	0.041316
278	0.042914
279	0.038629
280	0.031404
281	0.047865
282	0.038998
283	0.029851
284	0.040711
285	0.046969
286	0.036251
287	0.055551
288	0.044986
289	0.047211
290	0.054800
291	0.037490
292	0.034739
293	0.041039
294	0.032577
295	0.031414
296	0.037740
297	0.032674
298	0.035461
299	0.039077
300	0.031759
301	0.034773
302	0.040921
303	0.035080
304	0.032840
305	0.035948
306	0.032180
307	0.034988
308	0.037547
309	0.034967
310	0.036792
311	0.037125
312	0.034525
313	0.039295
314	0.040444
315	0.032832
316	0.037640
317	0.039030
318	0.033986
319	0.038448
320	0.038952
321	0.035972
322	0.040299
323	0.036951
324	0.037917
325	0.038880
326	0.040183
327	0.038321
328	0.042323
329	0.041559
330	0.036712
331	0.042908
332	0.044533
333	0.041879
334	0.039187
335	0.041033
336	0.039045
337	0.043070
338	0.040832
339	0.044249
340	0.045012
341	0.044949
342	0.039508
343	0.045639
344	0.041865
345	0.041496
346	0.043124
347	0.046033
348	0.045228
349	0.049494
350	0.043202
351	0.044472
352	0.048534
353	0.046700
354	0.047034
355	0.049091
356	0.046923
357	0.047620
358	0.054843
359	0.056288
360	0.059214
361	0.058050
362	0.065577
363	0.065473
364	0.069456
365	0.071399
366	0.072195
367	0.078134
368	0.086936
369	0.075729
370	0.090474
371	0.091491
372	0.079507
373	0.098201
374	0.091046
375	0.086272
376	0.103652
377	0.113029
378	0.125172
379	0.121748
380	0.138528
381	0.129883
382	0.162254
383	0.150215
384	0.185701
385	0.170317
386	0.163377
387	0.152509
388	0.215071
389	0.221869
390	0.226172
391	0.213750
392	0.220789
393	0.342392
394	0.333750
395	0.393796
396	0.253931
397	0.347534
398	0.406562
399	0.624088
400	0.605171
401	0.624937
402	0.387466
403	0.286590
404	0.000000
405	0.605134
406	0.546404
407	0.597041
408	0.587068
409	0.864618
410	0.000000
411	0.000000
412	1.211872
413	1.502404
414	0.000000
415	2.369190
416	0.000000
417	1.835089
418	0.000000
419	0.000000
420	2.259287
421	0.000000
422	0.000000
423	0.000000
424	0.000000
425	0.000000
426	0.000000
427	0.000000
428	0.000000
429	0.000000
430	0.000000
431	0.000000
432	0.000000
433	0.000000
434	0.000000
435	0.000000
436	0.000000
437	0.000000
438	0.000000
439	0.000000
440	0.000000
441	0.000000
442	0.000000
443	0.000000
444	0.000000
445	0.000000
446	0.000000
447	0.000000
448	0.000000
449	0.000000
450	0.000000
451	0.000000
452	0.000000
453	0.000000
454	0.000000
455	0.000000
456	0.000000
457	0.000000
458	0.000000
459	0.000000
460	0.000000
461	0.000000
462	0.000000
463	0.000000
464	0.000000
465	0.000000
466	0.000000
467	0.000000
468	0.000000
469	0.000000
470	0.000000
471	0.000000
472	0.000000
473	0.000000
474	0.000000
475	0.000000
476	0.000000
477	0.000000
478	0.000000
479	0.000000
480	0.000000
481	0.000000
482	0.000000
483	0.000000
484	0.000000
485	0.000000
486	0.000000
487	0.000000
488	0.000000
489	0.000000
490	0.000000
491	0.000000
492	0.000000
493	0.000000
494	0.000000
495	0.000000
496	0.000000
497	0.000000
498	0.000000
499	0.000000
