Position	Std
215	0.157562
216	0.096404
217	0.062907
218	0.072756
219	0.080474
220	0.058621
221	0.080720
222	0.070821
223	0.046060
224	0.079521
225	0.068981
226	0.068122
227	0.070103
228	0.092514
229	0.044403
230	0.050677
231	0.085859
232	0.062347
233	0.069011
234	0.086061
235	0.058315
236	0.056230
237	0.061586
238	0.048923
239	0.066606
240	0.074748
241	0.080143
242	0.056529
243	0.069554
244	0.059566
245	0.051328
246	0.059857
247	0.068919
248	0.059289
249	0.066276
250	0.051884
251	0.052658
252	0.063756
253	0.079833
254	0.057479
255	0.084644
256	0.099591
257	0.069279
258	0.071869
259	0.072073
260	0.069349
261	0.064195
262	0.049866
263	0.104207
264	0.060704
265	0.094736
266	0.089983
267	0.084890
268	0.069059
269	0.133323
270	0.070653
271	0.081214
272	0.104345
273	0.080399
274	0.088020
275	0.067726
276	0.076613
277	0.062610
278	0.069428
279	0.056461
280	0.044938
281	0.077969
282	0.050246
283	0.034635
284	0.064511
285	0.073374
286	0.050301
287	0.095161
288	0.061027
289	0.062182
290	0.082772
291	0.053894
292	0.056696
293	0.061495
294	0.044905
295	0.047935
296	0.059404
297	0.043674
298	0.047511
299	0.061580
300	0.048874
301	0.054276
302	0.054702
303	0.051058
304	0.046579
305	0.054584
306	0.050571
307	0.046387
308	0.052282
309	0.047341
310	0.053204
311	0.052550
312	0.050385
313	0.047969
314	0.059109
315	0.044778
316	0.056416
317	0.055307
318	0.048136
319	0.054068
320	0.055056
321	0.057642
322	0.057090
323	0.060677
324	0.055243
325	0.062284
326	0.064328
327	0.058208
328	0.059204
329	0.062021
330	0.058154
331	0.061469
332	0.066747
333	0.064345
334	0.058376
335	0.063167
336	0.057551
337	0.062096
338	0.062896
339	0.063043
340	0.064351
341	0.065652
342	0.056164
343	0.061019
344	0.068090
345	0.066635
346	0.059826
347	0.062158
348	0.072934
349	0.079111
350	0.061379
351	0.070952
352	0.064333
353	0.065134
354	0.075950
355	0.074847
356	0.074249
357	0.082133
358	0.076606
359	0.076465
360	0.098025
361	0.075467
362	0.085262
363	0.092971
364	0.086113
365	0.097549
366	0.089807
367	0.101511
368	0.131263
369	0.110377
370	0.121188
371	0.157465
372	0.107632
373	0.154518
374	0.148703
375	0.138446
376	0.147782
377	0.164346
378	0.186927
379	0.170347
380	0.195627
381	0.164547
382	0.246040
383	0.202263
384	0.263330
385	0.278335
386	0.301743
387	0.174855
388	0.210511
389	0.386214
390	0.507340
391	0.313046
392	0.186945
393	0.480061
394	0.210035
395	0.898244
396	0.000000
397	0.435130
398	1.029913
399	0.959827
400	0.000000
401	1.044311
402	0.868715
403	0.000000
404	0.000000
405	0.000000
406	0.744236
407	1.045270
408	0.000000
409	1.550729
410	0.000000
411	0.000000
412	1.832088
413	1.572222
414	0.000000
415	1.947798
416	0.000000
417	2.195010
418	0.000000
419	0.000000
420	1.819540
421	0.000000
422	0.000000
423	0.000000
424	0.000000
425	0.000000
426	0.000000
427	0.000000
428	0.000000
429	0.000000
430	0.000000
431	0.000000
432	0.000000
433	0.000000
434	0.000000
435	0.000000
436	0.000000
437	0.000000
438	0.000000
439	0.000000
440	0.000000
441	0.000000
442	0.000000
443	0.000000
444	0.000000
445	0.000000
446	0.000000
447	0.000000
448	0.000000
449	0.000000
450	0.000000
451	0.000000
452	0.000000
453	0.000000
454	0.000000
455	0.000000
456	0.000000
457	0.000000
458	0.000000
459	0.000000
460	0.000000
461	0.000000
462	0.000000
463	0.000000
464	0.000000
465	0.000000
466	0.000000
467	0.000000
468	0.000000
469	0.000000
470	0.000000
471	0.000000
472	0.000000
473	0.000000
474	0.000000
475	0.000000
476	0.000000
477	0.000000
478	0.000000
479	0.000000
480	0.000000
481	0.000000
482	0.000000
483	0.000000
484	0.000000
485	0.000000
486	0.000000
487	0.000000
488	0.000000
489	0.000000
490	0.000000
491	0.000000
492	0.000000
493	0.000000
494	0.000000
495	0.000000
496	0.000000
497	0.000000
498	0.000000
499	0.000000
